candidate_count,queries,evaluated_queries,batch_size,precision,index_load_seconds,search_seconds,search_ms_per_query,p50_ms_per_query,p95_ms_per_query,p99_ms_per_query,peak_allocated_mib,recall_at_1,recall_at_5,recall_at_10,recall_at_50,query_embedding_file,query_id_file,candidate_embedding_file,candidate_id_file
21551,4170,4170,8,fp16,0.06691305106505752,0.10014052037149668,0.024014513278536372,0.02197915455326438,0.03067883080802857,0.05329570674803103,40.5625,8.848920863309353,44.48441247002398,58.17745803357314,81.46282973621103,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0021551/test/mbeir_cirr_task7_test_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0021551/test/mbeir_cirr_task7_test_ids.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0021551/cand_pool/mbeir_cirrscale_0021551_cand_pool_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0021551/cand_pool/mbeir_cirrscale_0021551_cand_pool_ids.npy
100000,4170,4170,8,fp16,0.03241686662659049,0.18048415333032608,0.04328157154204462,0.04051221185363829,0.061269363504834466,0.07965376542415467,156.37841796875,8.848920863309353,44.412470023980816,58.15347721822542,81.41486810551558,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0100000/test/mbeir_cirr_task7_test_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0100000/test/mbeir_cirr_task7_test_ids.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0100000/cand_pool/mbeir_cirrscale_0100000_cand_pool_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0100000/cand_pool/mbeir_cirrscale_0100000_cand_pool_ids.npy
500000,4170,4170,8,fp16,0.1555764856748283,0.6080628228373826,0.1458184227427776,0.13897306052967906,0.17617775592952967,0.21664495870936662,748.44287109375,8.848920863309353,44.196642685851316,57.937649880095925,81.07913669064749,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0500000/test/mbeir_cirr_task7_test_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0500000/test/mbeir_cirr_task7_test_ids.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0500000/cand_pool/mbeir_cirrscale_0500000_cand_pool_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_0500000/cand_pool/mbeir_cirrscale_0500000_cand_pool_ids.npy
1000000,4170,4170,8,fp16,0.3144042622298002,1.1351805268786848,0.27222554601407306,0.2607444184832275,0.31555037130601704,0.3934152855072168,1489.2353515625,8.848920863309353,44.10071942446043,57.79376498800959,80.91127098321343,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_1000000/test/mbeir_cirr_task7_test_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_1000000/test/mbeir_cirr_task7_test_ids.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_1000000/cand_pool/mbeir_cirrscale_1000000_cand_pool_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_1000000/cand_pool/mbeir_cirrscale_1000000_cand_pool_ids.npy
5609079,4170,4170,8,fp16,1.6924539543688297,6.430304310284555,1.5420394029459363,1.4981809945311397,1.7553323064930737,1.868729313719086,8312.1669921875,8.70503597122302,42.92565947242206,56.0431654676259,79.08872901678657,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_5609079/test/mbeir_cirr_task7_test_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_5609079/test/mbeir_cirr_task7_test_ids.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_5609079/cand_pool/mbeir_union_cand_pool_embeddings.npy,gen_code/STRUCTNAR/Large/Instruct/structnar_cirr_scale_5609079/cand_pool/mbeir_union_cand_pool_ids.npy
