task,decoder,queries,semantic_id_width,candidate_pool_size,expanded_items_mean,expanded_items_p50,expanded_items_p95,expanded_items_p99,expanded_items_max,queries_over_budget_percent,missing_generated_codes,queries_with_duplicate_beam_codes,full_rerank_r1,budget50_rerank_r1,budget50_minus_full_r1,full_rerank_r5,budget50_rerank_r5,budget50_minus_full_r5,full_rerank_r10,budget50_rerank_r10,budget50_minus_full_r10
cirr_task7,Sequential,4170,50,21551,50.97434052757794,51.0,54.0,55.0,58,54.460431654676256,0,0,12.398081534772182,12.398081534772182,0.0,34.55635491606714,34.55635491606714,0.0,42.15827338129496,42.13429256594724,-0.023980815347719897
cirr_task7,P2L,4170,50,21551,50.98489208633094,51.0,54.0,55.0,57,54.98800959232614,0,0,11.822541966426858,11.822541966426858,0.0,36.2589928057554,36.18705035971223,-0.0719424460431668,44.34052757793765,44.26858513189448,-0.0719424460431668
nights_task4,Sequential,2120,50,40038,50.08301886792453,50.0,50.0,52.0,59,4.811320754716982,0,0,7.169811320754717,7.169811320754717,0.0,29.81132075471698,29.81132075471698,0.0,48.58490566037736,48.58490566037736,0.0
nights_task4,P2L,2120,50,40038,50.08207547169811,50.0,50.0,52.0,59,4.528301886792453,0,0,7.169811320754717,7.169811320754717,0.0,30.37735849056604,30.37735849056604,0.0,50.283018867924525,50.283018867924525,0.0
edis_task2,Sequential,3241,50,1047067,51.42116630669546,51.0,55.0,61.0,86,56.988583770441224,0,0,20.394939833384758,20.364085158901574,-0.030854674483183686,36.22338784325825,36.19253316877507,-0.030854674483180133,40.97500771366862,40.91329836470225,-0.06170934896636737
edis_task2,P2L,3241,50,1047067,51.55260721999383,51.0,56.0,60.0,82,59.858068497377346,0,0,23.0484418389386,23.079296513421784,0.030854674483183686,44.18389385991978,43.96791113853749,-0.21598272138228936,50.16970070965751,50.13884603517433,-0.030854674483180133
webqa_task1,Sequential,2455,50,544457,50.224847250509164,50.0,51.0,52.0,54,18.533604887983707,0,0,23.910386965376784,23.910386965376784,0.0,31.283095723014256,31.283095723014256,0.0,32.26069246435845,32.26069246435845,0.0
webqa_task1,P2L,2455,50,544457,50.22525458248472,50.0,51.0,52.0,54,18.41140529531568,0,0,32.54582484725051,32.54582484725051,0.0,42.240325865580445,42.240325865580445,0.0,43.82892057026476,43.788187372708755,-0.04073319755600835
